Code;Description
T2201;Verbrennung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2202;Verbrennung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2203;Verbrennung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T221;Verbrennung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2210;Verbrennung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2211;Verbrennung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2212;Verbrennung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2213;Verbrennung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T222;Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2220;Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2221;Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2222;Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2223;Verbrennung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T223;Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2230;Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2231;Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2232;Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2233;Verbrennung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T224;Veraetzung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2240;Veraetzung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2241;Veraetzung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2242;Veraetzung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2243;Veraetzung nicht naeher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T225;Veraetzung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2250;Veraetzung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2251;Veraetzung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2252;Veraetzung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2253;Veraetzung 1. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T226;Veraetzung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2260;Veraetzung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2261;Veraetzung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2262;Veraetzung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2263;Veraetzung Grad 2a der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T227;Veraetzung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2270;Veraetzung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2271;Veraetzung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2272;Veraetzung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2273;Veraetzung 3. Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T228;Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2280;Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2281;Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2282;Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2283;Verbrennung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T229;Veraetzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand
T2290;Veraetzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht naeher bezeichnet
T2291;Veraetzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Unterarm und Ellenbogen
T2292;Veraetzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: (Ober-) Arm und Schulterregion
T2293;Veraetzung Grad 2b der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhoehle
T23;Verbrennung oder Veraetzung des Handgelenkes und der Hand
T230;Verbrennung nicht naeher bezeichneten Grades des Handgelenkes und der Hand
T231;Verbrennung 1. Grades des Handgelenkes und der Hand
T232;Verbrennung 2. Grades des Handgelenkes und der Hand
T2320;Verbrennung Grad 2a des Handgelenkes und der Hand
T2321;Verbrennung Grad 2b des Handgelenkes und der Hand
T233;Verbrennung 3. Grades des Handgelenkes und der Hand
T234;Veraetzung nicht naeher bezeichneten Grades des Handgelenkes und der Hand
T235;Veraetzung 1. Grades des Handgelenkes und der Hand
T236;Veraetzung 2. Grades des Handgelenkes und der Hand
T2360;Veraetzung Grad 2a des Handgelenkes und der Hand
T2361;Veraetzung Grad 2b des Handgelenkes und der Hand
T237;Veraetzung 3. Grades des Handgelenkes und der Hand
T24;Verbrennung oder Veraetzung der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T240;Verbrennung nicht naeher bezeichneten Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T241;Verbrennung 1. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T242;Verbrennung 2. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T2420;Verbrennung Grad 2a der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T2421;Verbrennung Grad 2b der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T243;Verbrennung 3. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T244;Veraetzung nicht naeher bezeichneten Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T245;Veraetzung 1. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T246;Veraetzung 2. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T2460;Veraetzung Grad 2a der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T2461;Veraetzung Grad 2b der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T247;Veraetzung 3. Grades der Huefte und des Beines, ausgenommen Knoechelregion und Fu�
T25;Verbrennung oder Veraetzung der Knoechelregion und des Fu�es
T250;Verbrennung nicht naeher bezeichneten Grades der Knoechelregion und des Fu�es
T251;Verbrennung 1. Grades der Knoechelregion und des Fu�es
T252;Verbrennung 2. Grades der Knoechelregion und des Fu�es
T2520;Verbrennung Grad 2a der Knoechelregion und des Fu�es
T2521;Verbrennung Grad 2b der Knoechelregion und des Fu�es
T253;Verbrennung 3. Grades der Knoechelregion und des Fu�es
T254;Veraetzung nicht naeher bezeichneten Grades der Knoechelregion und des Fu�es
T255;Veraetzung 1. Grades der Knoechelregion und des Fu�es
T256;Veraetzung 2. Grades der Knoechelregion und des Fu�es
T2560;Veraetzung Grad 2a der Knoechelregion und des Fu�es
T2561;Veraetzung Grad 2b der Knoechelregion und des Fu�es
T257;Veraetzung 3. Grades der Knoechelregion und des Fu�es
T26;Verbrennung oder Veraetzung, begrenzt auf das Auge und seine Anhangsgebilde
T260;Verbrennung des Augenlides und der Periokularregion
T261;Verbrennung der Kornea und des Konjunktivalsackes
T262;Verbrennung mit nachfolgender Ruptur und Destruktion des Augapfels
T263;Verbrennung sonstiger Teile des Auges und seiner Anhangsgebilde
T264;Verbrennung des Auges und seiner Anhangsgebilde, Teil nicht naeher bezeichnet
T265;Veraetzung des Augenlides und der Periokularregion
T266;Veraetzung der Kornea und des Konjunktivalsackes
T267;Veraetzung mit nachfolgender Ruptur und Destruktion des Augapfels
T268;Veraetzung sonstiger Teile des Auges und seiner Anhangsgebilde
T269;Veraetzung des Auges und seiner Anhangsgebilde, Teil nicht naeher bezeichnet
T27;Verbrennung oder Veraetzung der Atemwege
T270;Verbrennung des Kehlkopfes und der Trachea
T271;Verbrennung des Kehlkopfes und der Trachea mit Beteiligung der Lunge
T272;Verbrennung sonstiger Teile der Atemwege
T273;Verbrennung der Atemwege, Teil nicht naeher bezeichnet
T274;Veraetzung des Kehlkopfes und der Trachea
T275;Veraetzung des Kehlkopfes und der Trachea mit Beteiligung der Lunge
T276;Veraetzung sonstiger Teile der Atemwege
T277;Veraetzung der Atemwege, Teil nicht naeher bezeichnet
T28;Verbrennung oder Veraetzung sonstiger innerer Organe
T280;Verbrennung des Mundes und des Rachens
T281;Verbrennung des oesophagus
T282;Verbrennung sonstiger Teile des Verdauungstraktes
T283;Verbrennung innerer Organe des Urogenitaltraktes
T284;Verbrennung sonstiger und nicht naeher bezeichneter innerer Organe
T285;Veraetzung des Mundes und des Rachens
T286;Veraetzung des oesophagus
T287;Veraetzung sonstiger Teile des Verdauungstraktes
T288;Veraetzung innerer Organe des Urogenitaltraktes
T289;Veraetzung sonstiger und nicht naeher bezeichneter innerer Organe
T29;Verbrennungen oder Veraetzungen mehrerer Koerperregionen
T290;Verbrennungen mehrerer Koerperregionen nicht naeher bezeichneten Grades
T291;Verbrennungen mehrerer Koerperregionen, wobei hoechstens Verbrennungen 1. Grades angegeben sind
T292;Verbrennungen mehrerer Koerperregionen, wobei hoechstens Verbrennungen 2. Grades angegeben sind
T2920;Verbrennungen mehrerer Koerperregionen, wobei hoechstens Verbrennungen des Grades 2a angegeben sind
T2921;Verbrennungen mehrerer Koerperregionen, wobei hoechstens Verbrennungen des Grades 2b angegeben sind
T293;Verbrennungen mehrerer Koerperregionen, wobei mindestens eine Verbrennung 3. Grades angegeben ist
T294;Veraetzungen mehrerer Koerperregionen nicht naeher bezeichneten Grades
T295;Veraetzungen mehrerer Koerperregionen, wobei hoechstens Veraetzungen 1. Grades angegeben sind
T296;Veraetzungen mehrerer Koerperregionen, wobei hoechstens Veraetzungen 2. Grades angegeben sind
T2960;Veraetzungen mehrerer Koerperregionen, wobei hoechstens Veraetzungen des Grades 2a angegeben sind
T2961;Veraetzungen mehrerer Koerperregionen, wobei hoechstens Veraetzungen des Grades 2b angegeben sind
T297;Veraetzungen mehrerer Koerperregionen, wobei mindestens eine Veraetzung 3. Grades angegeben ist
T30;Verbrennung oder Veraetzung, Koerperregion nicht naeher bezeichnet
T300;Verbrennung nicht naeher bezeichneten Grades, Koerperregion nicht naeher bezeichnet
T301;Verbrennung 1. Grades, Koerperregion nicht naeher bezeichnet
T302;Verbrennung 2. Grades, Koerperregion nicht naeher bezeichnet
T3020;Verbrennung Grad 2a, Koerperregion nicht naeher bezeichnet
T3021;Verbrennung Grad 2b, Koerperregion nicht naeher bezeichnet
T303;Verbrennung 3. Grades, Koerperregion nicht naeher bezeichnet
T304;Veraetzung nicht naeher bezeichneten Grades, Koerperregion nicht naeher bezeichnet
T305;Veraetzung 1. Grades, Koerperregion nicht naeher bezeichnet
T306;Veraetzung 2. Grades, Koerperregion nicht naeher bezeichnet
T3060;Veraetzung Grad 2a, Koerperregion nicht naeher bezeichnet
T3061;Veraetzung Grad 2b, Koerperregion nicht naeher bezeichnet
T307;Veraetzung 3. Grades, Koerperregion nicht naeher bezeichnet
T31;Verbrennungen, klassifiziert nach dem Ausma� der betroffenen Koerperoberflaeche
T310;Verbrennungen von weniger als 10 % der Koerperoberflaeche
T3100;Verbrennungen von weniger als 10 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T311;Verbrennungen von 10-19 % der Koerperoberflaeche
T3110;Verbrennungen von 10-19 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3111;Verbrennungen von 10-19 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T312;Verbrennungen von 20-29 % der Koerperoberflaeche
T3120;Verbrennungen von 20-29 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3121;Verbrennungen von 20-29 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3122;Verbrennungen von 20-29 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T313;Verbrennungen von 30-39 % der Koerperoberflaeche
T3130;Verbrennungen von 30-39 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3131;Verbrennungen von 30-39 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3132;Verbrennungen von 30-39 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3133;Verbrennungen von 30-39 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T314;Verbrennungen von 40-49 % der Koerperoberflaeche
T3140;Verbrennungen von 40-49 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3141;Verbrennungen von 40-49 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3142;Verbrennungen von 40-49 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3143;Verbrennungen von 40-49 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3144;Verbrennungen von 40-49 % der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T315;Verbrennungen von 50-59 % der Koerperoberflaeche
T3150;Verbrennungen von 50-59 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3151;Verbrennungen von 50-59 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3152;Verbrennungen von 50-59 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3153;Verbrennungen von 50-59 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3154;Verbrennungen von 50-59 % der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T3155;Verbrennungen von 50-59 % der Koerperoberflaeche: 50-59 % Verbrennungen 3. Grades
T316;Verbrennungen von 60-69 % der Koerperoberflaeche
T3160;Verbrennungen von 60-69 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3161;Verbrennungen von 60-69 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3162;Verbrennungen von 60-69 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3163;Verbrennungen von 60-69 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3164;Verbrennungen von 60-69 % der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T3165;Verbrennungen von 60-69 % der Koerperoberflaeche: 50-59 % Verbrennungen 3. Grades
T3166;Verbrennungen von 60-69 % der Koerperoberflaeche: 60-69 % Verbrennungen 3. Grades
T317;Verbrennungen von 70-79 % der Koerperoberflaeche
T3170;Verbrennungen von 70-79 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3171;Verbrennungen von 70-79 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3172;Verbrennungen von 70-79 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3173;Verbrennungen von 70-79 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3174;Verbrennungen von 70-79 % der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T3175;Verbrennungen von 70-79 % der Koerperoberflaeche: 50-59 % Verbrennungen 3. Grades
T3176;Verbrennungen von 70-79 % der Koerperoberflaeche: 60-69 % Verbrennungen 3. Grades
T3177;Verbrennungen von 70-79 % der Koerperoberflaeche: 70-79 % Verbrennungen 3. Grades
T318;Verbrennungen von 80-89 % der Koerperoberflaeche
T3180;Verbrennungen von 80-89 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3181;Verbrennungen von 80-89 % der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3182;Verbrennungen von 80-89 % der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3183;Verbrennungen von 80-89 % der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3184;Verbrennungen von 80-89 % der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T3185;Verbrennungen von 80-89 % der Koerperoberflaeche: 50-59 % Verbrennungen 3. Grades
T3186;Verbrennungen von 80-89 % der Koerperoberflaeche: 60-69 % Verbrennungen 3. Grades
T3187;Verbrennungen von 80-89 % der Koerperoberflaeche: 70-79 % Verbrennungen 3. Grades
T3188;Verbrennungen von 80-89 % der Koerperoberflaeche: 80-89 % Verbrennungen 3. Grades
T319;Verbrennungen von 90 % oder mehr der Koerperoberflaeche
T3190;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Verbrennungen 3. Grades
T3191;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 10-19 % Verbrennungen 3. Grades
T3192;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 20-29 % Verbrennungen 3. Grades
T3193;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 30-39 % Verbrennungen 3. Grades
T3194;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 40-49 % Verbrennungen 3. Grades
T3195;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 50-59 % Verbrennungen 3. Grades
T3196;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 60-69 % Verbrennungen 3. Grades
T3197;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 70-79 % Verbrennungen 3. Grades
T3198;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 80-89 % Verbrennungen 3. Grades
T3199;Verbrennungen von 90 % oder mehr der Koerperoberflaeche: 90 % oder mehr Verbrennungen 3. Grades
T32;Veraetzungen, klassifiziert nach dem Ausma� der betroffenen Koerperoberflaeche
T320;Veraetzungen von weniger als 10 % der Koerperoberflaeche
T3200;Veraetzungen von weniger als 10 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T321;Veraetzungen von 10-19 % der Koerperoberflaeche
T3210;Veraetzungen von 10-19 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3211;Veraetzungen von 10-19 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T322;Veraetzungen von 20-29 % der Koerperoberflaeche
T3220;Veraetzungen von 20-29 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3221;Veraetzungen von 20-29 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3222;Veraetzungen von 20-29 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T323;Veraetzungen von 30-39 % der Koerperoberflaeche
T3230;Veraetzungen von 30-39 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3231;Veraetzungen von 30-39 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3232;Veraetzungen von 30-39 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3233;Veraetzungen von 30-39 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T324;Veraetzungen von 40-49 % der Koerperoberflaeche
T3240;Veraetzungen von 40-49 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3241;Veraetzungen von 40-49 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3242;Veraetzungen von 40-49 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3243;Veraetzungen von 40-49 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3244;Veraetzungen von 40-49 % der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T325;Veraetzungen von 50-59 % der Koerperoberflaeche
T3250;Veraetzungen von 50-59 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3251;Veraetzungen von 50-59 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3252;Veraetzungen von 50-59 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3253;Veraetzungen von 50-59 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3254;Veraetzungen von 50-59 % der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T3255;Veraetzungen von 50-59 % der Koerperoberflaeche: 50-59 % Veraetzungen 3. Grades
T326;Veraetzungen von 60-69 % der Koerperoberflaeche
T3260;Veraetzungen von 60-69 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3261;Veraetzungen von 60-69 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3262;Veraetzungen von 60-69 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3263;Veraetzungen von 60-69 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3264;Veraetzungen von 60-69 % der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T3265;Veraetzungen von 60-69 % der Koerperoberflaeche: 50-59 % Veraetzungen 3. Grades
T3266;Veraetzungen von 60-69 % der Koerperoberflaeche: 60-69 % Veraetzungen 3. Grades
T327;Veraetzungen von 70-79 % der Koerperoberflaeche
T3270;Veraetzungen von 70-79 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3271;Veraetzungen von 70-79 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3272;Veraetzungen von 70-79 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3273;Veraetzungen von 70-79 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3274;Veraetzungen von 70-79 % der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T3275;Veraetzungen von 70-79 % der Koerperoberflaeche: 50-59 % Veraetzungen 3. Grades
T3276;Veraetzungen von 70-79 % der Koerperoberflaeche: 60-69 % Veraetzungen 3. Grades
T3277;Veraetzungen von 70-79 % der Koerperoberflaeche: 70-79 % Veraetzungen 3. Grades
T328;Veraetzungen von 80-89 % der Koerperoberflaeche
T3280;Veraetzungen von 80-89 % der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3281;Veraetzungen von 80-89 % der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3282;Veraetzungen von 80-89 % der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3283;Veraetzungen von 80-89 % der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3284;Veraetzungen von 80-89 % der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T3285;Veraetzungen von 80-89 % der Koerperoberflaeche: 50-59 % Veraetzungen 3. Grades
T3286;Veraetzungen von 80-89 % der Koerperoberflaeche: 60-69 % Veraetzungen 3. Grades
T3287;Veraetzungen von 80-89 % der Koerperoberflaeche: 70-79 % Veraetzungen 3. Grades
T3288;Veraetzungen von 80-89 % der Koerperoberflaeche: 80-89 % Veraetzungen 3. Grades
T329;Veraetzungen von 90 % oder mehr der Koerperoberflaeche
T3290;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: Weniger als 10 % oder nicht naeher bezeichneter Anteil von Veraetzungen 3. Grades
T3291;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 10-19 % Veraetzungen 3. Grades
T3292;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 20-29 % Veraetzungen 3. Grades
T3293;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 30-39 % Veraetzungen 3. Grades
T3294;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 40-49 % Veraetzungen 3. Grades
T3295;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 50-59 % Veraetzungen 3. Grades
T3296;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 60-69 % Veraetzungen 3. Grades
T3297;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 70-79 % Veraetzungen 3. Grades
T3298;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 80-89 % Veraetzungen 3. Grades
T3299;Veraetzungen von 90 % oder mehr der Koerperoberflaeche: 90 % oder mehr Veraetzungen 3. Grades
T33;Oberflaechliche Erfrierung
T330;Oberflaechliche Erfrierung des Kopfes
T331;Oberflaechliche Erfrierung des Halses
T332;Oberflaechliche Erfrierung des Thorax
T333;Oberflaechliche Erfrierung der Bauchdecke, der Lumbosakralgegend und des Beckens
T334;Oberflaechliche Erfrierung des Armes
T335;Oberflaechliche Erfrierung des Handgelenkes und der Hand
T336;Oberflaechliche Erfrierung der Huefte und des Oberschenkels
T337;Oberflaechliche Erfrierung des Knies und des Unterschenkels
T338;Oberflaechliche Erfrierung der Knoechelregion und des Fu�es
T339;Oberflaechliche Erfrierung an sonstigen und nicht naeher bezeichneten Lokalisationen
T34;Erfrierung mit Gewebsnekrose
T340;Erfrierung mit Gewebsnekrose des Kopfes
T341;Erfrierung mit Gewebsnekrose des Halses
T342;Erfrierung mit Gewebsnekrose des Thorax
T343;Erfrierung mit Gewebsnekrose der Bauchdecke, der Lumbosakralgegend und des Beckens
T344;Erfrierung mit Gewebsnekrose des Armes
T345;Erfrierung mit Gewebsnekrose des Handgelenkes und der Hand
T346;Erfrierung mit Gewebsnekrose der Huefte und des Oberschenkels
T347;Erfrierung mit Gewebsnekrose des Knies und des Unterschenkels
T348;Erfrierung mit Gewebsnekrose der Knoechelregion und des Fu�es
T349;Erfrierung mit Gewebsnekrose an sonstigen und nicht naeher bezeichneten Lokalisationen
T35;Erfrierung mit Beteiligung mehrerer Koerperregionen und nicht naeher bezeichnete Erfrierung
T350;Oberflaechliche Erfrierung mit Beteiligung mehrerer Koerperregionen
T351;Erfrierung mit Gewebsnekrose mit Beteiligung mehrerer Koerperregionen
T352;Nicht naeher bezeichnete Erfrierung des Kopfes und des Halses
T353;Nicht naeher bezeichnete Erfrierung des Thorax, des Abdomens, der Lumbosakralgegend und des Beckens
T354;Nicht naeher bezeichnete Erfrierung der oberen Extremitaet
T355;Nicht naeher bezeichnete Erfrierung der unteren Extremitaet
T356;Nicht naeher bezeichnete Erfrierung mit Beteiligung mehrerer Koerperregionen
T357;Nicht naeher bezeichnete Erfrierung an nicht naeher bezeichneten Lokalisationen
T36;Vergiftung durch systemisch wirkende Antibiotika
T360;Vergiftung: Penicilline
T361;Vergiftung: Cephalosporine und andere Beta-Laktam-Antibiotika
